"","t"
"396",0.150499433680849
"397",0.161786376535795
"398",0.159086089310033
"399",0.155927533505746
"400",0.161378975836418
"401",0.157908401319439
"402",0.158089021354415
"403",0.181694277661333
"404",0.153466824444039
"405",0.153134737999876
"406",0.164332455707733
"407",0.154756291621272
"408",0.162946101408622
"409",0.162948889436931
"410",0.165831898103898
"411",0.160344786479877
"412",0.163627852846238
"413",0.157338109370025
"414",0.15047634790513
"415",0.14858296051433
"416",0.165652358813303
"417",0.141339504117408
"418",0.156526800220392
"419",0.149825865701553
"420",0.154128514367349
"421",0.136575612848899
"422",0.156661450104472
"423",0.156051177282863
"424",0.166502214085425
"425",0.165458645549034
"426",0.158945925815828
"427",0.164316136748567
"428",0.155697150608027
"429",0.142367032397499
"430",0.159849843278332
"431",0.157067278812885
"432",0.141721479532377
"433",0.164454650287118
"434",0.139535594885367
"435",0.14412237829156
"436",0.139953599265611
"437",0.156076817104767
"438",0.161232010669492
"439",0.144541223449311
"440",0.149425363490656
"441",0.16808499345057
"442",0.15426840743333
"443",0.162934847504126
"444",0.157737390758463
"445",0.16345811219185
"446",0.152935584700072
"447",0.148045606817877
"448",0.15670222019377
"449",0.157723013331029
"450",0.178800806984704
"451",0.155905967235487
"452",0.147988015366355
"453",0.166221538541985
"454",0.167099590733057
"455",0.146024384205657
"456",0.166966655585127
"457",0.146105744961022
"458",0.157712267672507
"459",0.141221210369595
"460",0.166467425301541
"461",0.155583817092435
"462",0.164193365116757
"463",0.159086348096821
"464",0.148349275764314
"465",0.149951887468503
"466",0.146806164766574
"467",0.164423230702848
"468",0.170854455259207
"469",0.157787428308262
"470",0.166003692888237
"471",0.168770217448801
"472",0.157103181643261
"473",0.152723140958725
"474",0.160975053875668
"475",0.161755126467104
"476",0.144227012434558
"477",0.144042474427872
"478",0.170062102593102
"479",0.134712435973006
"480",0.159538535070309
"481",0.148687240053676
"482",0.165431924911417
"483",0.171272638391043
"484",0.15227109172525
"485",0.157129032375164
"486",0.153153635780351
"487",0.162364700748368
"488",0.160386842706853
"489",0.151717917674688
"490",0.149594515307611
"491",0.15349853260058
"492",0.127344415833118
"493",0.169497598107667
"494",0.159853518824607
"495",0.160818029771588
"496",0.155054303080894
"497",0.147054197526276
"498",0.164073687658624
"499",0.16344668071067
"500",0.161472769897807
"501",0.154374998170376
"502",0.150385099990289
"503",0.153904418608719
"504",0.140066514918216
"505",0.152694572464209
"506",0.150103368060577
"507",0.139261429446528
"508",0.152063666885958
"509",0.170810211150155
"510",0.153337050325249
"511",0.164697362909673
"512",0.156938409877609
"513",0.141434690784574
"514",0.137715308979574
"515",0.160187477155098
"516",0.175214978949884
"517",0.144064505162756
"518",0.15073849097778
"519",0.146860168050884
"520",0.13061284809985
"521",0.166339237401945
"522",0.141710999009035
"523",0.150616425505508
"524",0.148934380372253
"525",0.15710583834663
"526",0.169621613475313
"527",0.176719020177578
"528",0.164384766745861
"529",0.159543038385797
"530",0.15732454714714
"531",0.159273169221218
"532",0.138591494211956
"533",0.151789421705041
"534",0.14109892580998
"535",0.148752352319225
"536",0.163721663223404
"537",0.171087434857113
"538",0.166785384700199
"539",0.172934552565154
"540",0.134594321995183
"541",0.148540671650005
"542",0.157289909477079
"543",0.159161356128512
"544",0.151851651273205
"545",0.151746673371691
"546",0.144941752105563
"547",0.163141894634633
"548",0.162253652942061
"549",0.164814203428848
"550",0.150987500598754
"551",0.138381078514594
"552",0.151967041632652
"553",0.164100836202697
"554",0.156610369353784
"555",0.161625735566063
"556",0.147884369849117
"557",0.162314639119706
"558",0.160971873451644
"559",0.129275328801698
"560",0.161115363441774
"561",0.160948678267568
"562",0.135127470422992
"563",0.165240092962998
"564",0.14866810952521
"565",0.155522517698348
"566",0.162731119727599
"567",0.134553756052202
"568",0.15745476189238
"569",0.148865494534747
"570",0.174890753294789
"571",0.157677738887426
"572",0.146212697445699
"573",0.164808667441831
"574",0.161571666431792
"575",0.178462231878138
"576",0.155602225759407
"577",0.173147378322773
"578",0.165788030284792
"579",0.165772566071628
"580",0.156872743299083
"581",0.172576629849852
"582",0.164738127245295
"583",0.153553454752747
"584",0.154412006970398
"585",0.1574497975292
"586",0.165356764398119
"587",0.14225788897959
"588",0.165862315559139
"589",0.154939525197181
"590",0.167078612926641
"591",0.149905262499902
"592",0.166580451803489
"593",0.168403037379566
"594",0.161895342199059
"595",0.158339848240835
"596",0.146750052915163
"597",0.142783075264501
"598",0.139159960884116
"599",0.169678425388762
"600",0.149319709772313
"601",0.164980558203852
"602",0.137780605025969
"603",0.15762956431829
"604",0.150655917006489
"605",0.15348491929935
"606",0.164961416974895
"607",0.170316732389084
"608",0.173548700261478
"609",0.16425206287752
"610",0.162647071109833
"611",0.147827754215751
"612",0.152316951741397
"613",0.140823471669415
"614",0.167674669436257
"615",0.147767485625612
"616",0.142943885600163
"617",0.147244277556224
"618",0.174518786155794
"619",0.167871153773283
"620",0.143868708584375
"621",0.169850121394217
"622",0.148327871284585
"623",0.159244321630478
"624",0.162979144666312
"625",0.149036544783026
"626",0.164125226003836
"627",0.152316398728637
"628",0.165754326918468
"629",0.144752571610334
"630",0.163962501488434
"631",0.163400841401829
"632",0.154666465547803
"633",0.171251443891027
"634",0.140936009893738
"635",0.143731749520663
"636",0.165596368934865
"637",0.146595232691927
"638",0.146085047198198
"639",0.16102619920381
"640",0.168224741391768
"641",0.162971713668819
"642",0.162155600659311
"643",0.159059337075732
"644",0.153880874210498
"645",0.159133094835549
"646",0.138192790841828
"647",0.162605004369245
"648",0.160688947400205
"649",0.17319267160888
"650",0.159525560440782
"651",0.1701039097303
"652",0.150120179780142
"653",0.147631046727681
"654",0.169753675419058
"655",0.161653571591079
"656",0.14928902054968
"657",0.152909866813647
"658",0.168946963316801
"659",0.153113185173653
"660",0.168597036706064
"661",0.174339465486894
"662",0.164628698317575
"663",0.145674856661191
"664",0.14882510578001
"665",0.137920600144663
"666",0.16234215679797
"667",0.145535659831026
"668",0.155119395572424
"669",0.160856951449676
"670",0.16711174883611
"671",0.160252974727454
"672",0.156605109565225
"673",0.15155590150126
"674",0.160790206804211
"675",0.129817353338549
"676",0.167112928218901
"677",0.167473880799522
"678",0.158917299912682
"679",0.170699575513576
"680",0.155630218233803
"681",0.145016084985322
"682",0.159144772828804
"683",0.154137647629908
"684",0.168370151417343
"685",0.149810510818403
"686",0.1617750076827
"687",0.142752311219686
"688",0.14794331997361
"689",0.172393615609527
"690",0.156904100247083
"691",0.148932599702807
"692",0.172128659563474
"693",0.148656824230608
"694",0.167500719812825
"695",0.162073307587312
"696",0.158555976388838
"697",0.160317044222577
"698",0.155132779984059
"699",0.14338271647082
"700",0.165058526715824
"701",0.145527485176792
"702",0.158667898128981
"703",0.164593335266093
"704",0.146005226668394
"705",0.13553896571756
"706",0.167091057530679
"707",0.156832515405117
"708",0.155729182986899
"709",0.153924498376421
"710",0.155086900251275
"711",0.149295833982551
"712",0.153192279336372
"713",0.147231815292033
"714",0.171478340684947
"715",0.165799893344245
"716",0.172720775227442
"717",0.154365448690253
"718",0.165377699727055
"719",0.165834986266335
"720",0.146182880226305
"721",0.173473614430202
"722",0.153602042926911
"723",0.160510298498434
"724",0.163355771708485
"725",0.138025070480234
"726",0.155594309744453
"727",0.16759972179527
"728",0.148556706116905
"729",0.159732031149753
"730",0.14462199784787
"731",0.158266503759008
"732",0.164260707942823
"733",0.151993130053396
"734",0.156423085490516
"735",0.168699401266682
"736",0.163280603450626
"737",0.154394507796425
"738",0.157666404503384
"739",0.167701555071201
"740",0.165734821713098
"741",0.164545090778314
"742",0.159748855009081
"743",0.145921031544927
"744",0.183493582860984
"745",0.159410078366557
"746",0.158301750354237
"747",0.159457964944089
"748",0.156714195842659
"749",0.166655703940043
"750",0.144234246677857
"751",0.138224879608497
"752",0.172683856582788
"753",0.149332911129012
"754",0.147039537167525
"755",0.137734627542843
"756",0.172562776791147
"757",0.160099115059191
"758",0.153256078787699
"759",0.15528318685776
"760",0.16094161326045
"761",0.153623270759935
"762",0.16709255431014
"763",0.130640249143356
"764",0.162553279773497
"765",0.171247863040586
"766",0.158164099774973
"767",0.156575745660178
"768",0.143317824290444
"769",0.149895533730792
"770",0.159258206515041
"771",0.163193501406947
"772",0.160001293884586
"773",0.168233477337737
"774",0.162999976159028
"775",0.143071884064149
"776",0.174132828180753
"777",0.173343546040593
"778",0.144681344468504
"779",0.14413223671071
"780",0.16330208016363
"781",0.165618541741351
"782",0.168762891611883
"783",0.166695263077209
"784",0.155657831797516
"785",0.166034598087083
"786",0.163550420151431
"787",0.154187337141634
"788",0.133348856741242
"789",0.163820520688245
"790",0.165372278654956
"791",0.146125623732977
"792",0.150074586032262
"793",0.135977901701311
"794",0.153502819807534
"795",0.153955050606149
"796",0.148917045509845
"797",0.169287727554305
"798",0.148351037029344
"799",0.15787831846813
"800",0.160687941764722
"801",0.162285105382601
"802",0.156955095256943
"803",0.146346803991759
"804",0.158505823786847
"805",0.150571264414986
"806",0.157759402149445
"807",0.171817095542548
"808",0.140053925333292
"809",0.169252198788957
"810",0.140951020499434
"811",0.16338336717902
"812",0.164456715905181
"813",0.157709206003963
"814",0.158015156383599
"815",0.166729370116014
"816",0.160574727366413
"817",0.161819626613632
"818",0.144569555739745
"819",0.177238433204191
"820",0.165106358571886
"821",0.157030636050291
"822",0.162769981028187
"823",0.139767007588045
"824",0.172627006230554
"825",0.159617401335769
"826",0.15310707658124
"827",0.164999764175595
"828",0.140554625145428
"829",0.154793252115074
"830",0.156181633684749
"831",0.175029930849535
"832",0.155429681368665
"833",0.143586163871066
"834",0.156326763282142
"835",0.161359299895858
"836",0.150703321254291
"837",0.163023446678524
"838",0.160629571556789
"839",0.16867318128417
"840",0.15109728181025
"841",0.15853267931114
"842",0.164785723187936
"843",0.160314543682766
"844",0.127960437395939
"845",0.16174310323151
"846",0.139111178255599
"847",0.15344602687936
"848",0.128974688507803
"849",0.17415861339925
"850",0.157145711510385
"851",0.159731987862609
"852",0.137690293823326
"853",0.150871191036759
"854",0.153621183064523
"855",0.164757335632411
"856",0.152956767373716
"857",0.167690649826508
"858",0.170544686406074
"859",0.156099655349687
"860",0.150385550516734
"861",0.159882194934454
"862",0.154332953271802
"863",0.15272838604883
"864",0.155951853137099
"865",0.154789335723702
"866",0.168384635724286
"867",0.178104547592111
"868",0.178976245097268
"869",0.138008826319076
"870",0.135258277129727
"871",0.147799047729534
"872",0.157235825425236
"873",0.164069154682986
"874",0.159570307898376
"875",0.165285217239815
"876",0.164038975936637
"877",0.166341917742525
"878",0.162042477129294
"879",0.162084948548419
"880",0.157884128353847
"881",0.137138715808739
"882",0.158825042173947
"883",0.154332855084317
"884",0.163983503016519
"885",0.149898901716187
"886",0.147220802444105
"887",0.149082178264387
"888",0.149668920455421
"889",0.137112628308672
"890",0.152418949781415
"891",0.175417924626787
"892",0.159424876861463
"893",0.15602256372101
"894",0.152914845928898
"895",0.1528978045034
"896",0.157694230674296
"897",0.153707287445687
"898",0.138610496611281
"899",0.156070935595846
"900",0.15845189240746
"901",0.145047632156241
"902",0.162521827067415
"903",0.165639960586378
"904",0.164580435292556
"905",0.160395934365546
"906",0.153960597588255
"907",0.146082002905329
"908",0.155290616414731
"909",0.155808031199741
"910",0.149618505156801
"911",0.147068186510411
"912",0.145806121828383
"913",0.141651193136443
"914",0.156459457415409
"915",0.163502973553356
"916",0.145218505296412
"917",0.155348591677466
"918",0.154417758661646
"919",0.143391681289575
"920",0.144218109982565
"921",0.144178926927956
"922",0.15436887390147
"923",0.151662038365152
"924",0.158703024532674
"925",0.161783443186191
"926",0.155385827889891
"927",0.148465472695146
"928",0.166654369273208
"929",0.157999182293386
"930",0.15541634214158
"931",0.139762983890137
"932",0.153616982057085
"933",0.150231973912385
"934",0.156624555813661
"935",0.149093267295445
"936",0.169413770936245
"937",0.169831961415917
"938",0.174445952842521
"939",0.174973352733733
"940",0.180386660977204
"941",0.163397699857098
"942",0.152276037699079
"943",0.160013215422699
"944",0.156805676324114
"945",0.175581102218761
"946",0.194888810909207
"947",0.158094758803505
"948",0.134476796662084
"949",0.146330588427916
"950",0.160284052426499
"951",0.189902777211561
"952",0.153959204798413
"953",0.165679388467278
"954",0.16158620938917
"955",0.166103292323959
"956",0.149213109236591
"957",0.164054883244542
"958",0.148481273886969
"959",0.163641373988112
"960",0.151566094728802
"961",0.160744919804385
"962",0.155430775106801
"963",0.15728434910849
"964",0.163704774031829
"965",0.164108291926425
"966",0.168212763063163
"967",0.156512501139556
"968",0.148125738879357
"969",0.157013106455673
"970",0.164722215654209
"971",0.148026567014518
"972",0.157669376669649
"973",0.161482468713811
"974",0.162363237298414
"975",0.160033897510015
"976",0.142623066897642
"977",0.156608191883558
"978",0.167057666457295
"979",0.156836475009399
"980",0.143486314212862
"981",0.140703610065715
"982",0.167038090406052
"983",0.163746820632266
"984",0.149803516804901
"985",0.166002509763964
"986",0.150610008639007
"987",0.151531190474762
"988",0.146840045336744
"989",0.149387324399877
"990",0.174004501876428
"991",0.146008021748067
"992",0.143690829867299
"993",0.15261469275727
"994",0.132692611841255
"995",0.148147032028718
"996",0.171486203120583
"997",0.16422587380741
"998",0.170146573379617
"999",0.148890465209729
"1000",0.154645715798793
