"","H2"
"325",0.214196185302066
"326",0.192491270404287
"327",0.212414503759241
"328",0.204325388528888
"329",0.217213304378782
"330",0.193143187605851
"331",0.216592507723063
"332",0.198812968618203
"333",0.202376331703853
"334",0.194450880411973
"335",0.175090600026153
"336",0.184869988133089
"337",0.22510147934727
"338",0.213612664969739
"339",0.171961504920002
"340",0.188993859754062
"341",0.204882185720474
"342",0.221558683624813
"343",0.20383083242899
"344",0.202307934834616
"345",0.194812893119241
"346",0.202775767793772
"347",0.211483235246033
"348",0.216650351409649
"349",0.232213940992184
"350",0.212940180404983
"351",0.207741943695522
"352",0.201488642350844
"353",0.208851140673591
"354",0.200180949544722
"355",0.190177609378915
"356",0.222521072683865
"357",0.212503467991671
"358",0.200335866212577
"359",0.199270248394707
"360",0.186214957262604
"361",0.181631361431315
"362",0.203485528681922
"363",0.19156000189108
"364",0.201871222421305
"365",0.190945361012908
"366",0.208356584573693
"367",0.220575727202568
"368",0.205701478204246
"369",0.205523549739386
"370",0.196795514923931
"371",0.218388453792275
"372",0.18992512826727
"373",0.210612254853222
"374",0.202396899067046
"375",0.21321322887982
"376",0.195448101360606
"377",0.193016947050029
"378",0.211158498862157
"379",0.215845323452263
"380",0.204704257255613
"381",0.206485938798438
"382",0.213761917322567
"383",0.191235265507203
"384",0.211506247043038
"385",0.213724640999174
"386",0.202138115118596
"387",0.205703922638058
"388",0.183671826922591
"389",0.214084209272631
"390",0.204054784487861
"391",0.230009811562435
"392",0.202049150886166
"393",0.193778395847216
"394",0.200942398341909
"395",0.204008760893851
"396",0.188033915128822
"397",0.191123289477769
"398",0.216282035865574
"399",0.202523139622869
"400",0.220302678727729
"401",0.205052005436494
"402",0.214779705634393
"403",0.214138341615481
"404",0.203506096045115
"405",0.200379445372776
"406",0.214411390090319
"407",0.198812968618203
"408",0.18834438698631
"409",0.2118888271135
"410",0.230556055571369
"411",0.201614882906666
"412",0.16620275967522
"413",0.180019499604511
"414",0.201054374371344
"415",0.198250015649069
"416",0.179200207120738
"417",0.203232900511018
"418",0.189252643702513
"419",0.187818710340569
"420",0.206049226385127
"421",0.205724490001251
"422",0.189801332145259
"423",0.188815931289201
"424",0.186887441827361
"425",0.181691649551713
"426",0.215578430754972
"427",0.217995320539162
"428",0.217199039852394
"429",0.196269838278191
"430",0.213325204909255
"431",0.189979260610119
"432",0.197341758932866
"433",0.186415897524469
"434",0.19336469523091
"435",0.187671902421553
"436",0.205175801558505
"437",0.206138190617558
"438",0.209960337651659
"439",0.212592432224101
"440",0.189453583964378
"441",0.194037179795667
"442",0.20713541156619
"443",0.175783651954103
"444",0.221561128058625
"445",0.175547879802657
"446",0.192816006788163
"447",0.192344462485272
"448",0.186999417856796
"449",0.213997689474013
"450",0.212281960366612
"451",0.190126068529135
"452",0.231340516165562
"453",0.212325539526811
"454",0.205086837326075
"455",0.206632746717454
"456",0.181395589279869
"457",0.191508313982041
"458",0.188143446724445
"459",0.206922651211749
"460",0.191235265507203
"461",0.178999266858873
"462",0.192505534930674
"463",0.209523625238348
"464",0.196344537984233
"465",0.203417131812684
"466",0.1867095133625
"467",0.206250166646992
"468",0.191884738274955
"469",0.203359288126099
"470",0.21039705006497
"471",0.197525843175275
"472",0.225360263295721
"473",0.204851065174629
"474",0.20894010490602
"475",0.177070777397031
"476",0.22056146267618
"477",0.18989029637769
"478",0.179435979272184
"479",0.20485350960844
"480",0.18992512826727
"481",0.196031621692933
"482",0.207632412099899
"483",0.210196109803104
"484",0.171837708797991
"485",0.188456363015745
"486",0.196758238600539
"487",0.212178731607795
"488",0.193143187605851
"489",0.191235265507203
"490",0.212592432224101
"491",0.214026365586046
"492",0.211830983426914
"493",0.218463153498318
"494",0.224337586116271
"495",0.189016871551067
"496",0.189128847580502
"497",0.206609734920449
"498",0.206485938798438
"499",0.21625091531973
"500",0.236685560794037
"501",0.192669198869147
"502",0.183200282619699
"503",0.218520997184904
"504",0.209523625238348
"505",0.18992512826727
"506",0.20528777758794
"507",0.237682781742671
"508",0.178999266858873
"509",0.222121636593946
"510",0.223992282369202
"511",0.190473816710016
"512",0.195071677067692
"513",0.188927907318637
"514",0.207919872160382
"515",0.196962890206141
"516",0.192143522223406
"517",0.210667654105996
"518",0.233624862557123
"519",0.215069610128688
"520",0.201836390531725
"521",0.209341985429751
"522",0.195672053419476
"523",0.196816082287125
"524",0.196031621692933
"525",0.204031772690856
"526",0.200180949544722
"527",0.20026746934334
"528",0.200683614393458
"529",0.20859235672514
"530",0.193925203766231
"531",0.225906507304656
"532",0.212178731607795
"533",0.211158498862157
"534",0.203034551742223
"535",0.197724339003328
"536",0.189217811812932
"537",0.211653054962053
"538",0.225446783094339
"539",0.179435979272184
"540",0.198775692294811
"541",0.209670433157364
"542",0.164274270213379
"543",0.175177119824771
"544",0.204290556639307
"545",0.195448101360606
"546",0.197089130761963
"547",0.211595211275468
"548",0.211483235246033
"549",0.201879331170145
"550",0.235501664109926
"551",0.167179413260659
"552",0.192232486455836
"553",0.21823353712442
"554",0.206138190617558
"555",0.201178170493355
"556",0.199853768727034
"557",0.208974936795601
"558",0.225906507304656
"559",0.219377565992069
"560",0.190562780942446
"561",0.205724490001251
"562",0.192816006788163
"563",0.198922500213826
"564",0.210994834923684
"565",0.199744237131411
"566",0.213724640999174
"567",0.207506171544076
"568",0.188927907318637
"569",0.212414503759241
"570",0.210609810419411
"571",0.195907825570922
"572",0.195597353713433
"573",0.189252643702513
"574",0.221411875705798
"575",0.201666570815704
"576",0.185778244849293
"577",0.184545251749214
"578",0.193430647666335
"579",0.201376666321408
"580",0.177801105648374
"581",0.190037104296705
"582",0.2021611269156
"583",0.194597688330989
"584",0.203853844225996
"585",0.236027340755668
"586",0.184019575103472
"587",0.196580310135679
"588",0.192907415454405
"589",0.190887517326322
"590",0.193252719201474
"591",0.191471037658649
"592",0.203543372368507
"593",0.22492355088241
"594",0.194126144028096
"595",0.233593742011279
"596",0.184433275719778
"597",0.179562219828006
"598",0.203247312096664
"599",0.182180049874061
"600",0.190775541296887
"601",0.198922500213826
"602",0.185654448727282
"603",0.198250015649069
"604",0.170291799406611
"605",0.204031772690856
"606",0.197488566851882
"607",0.190215032761565
"608",0.194249940150108
"609",0.215340214169715
"610",0.210810750681276
"611",0.205724490001251
"612",0.189341607934943
"613",0.201925354764155
"614",0.193252719201474
"615",0.211359439124022
"616",0.190002272407124
"617",0.202028583522973
"618",0.198922500213826
"619",0.233446934092263
"620",0.223429329400069
"621",0.192580234636718
"622",0.216650351409649
"623",0.212741684576929
"624",0.226409172153392
"625",0.189364619731948
"626",0.203506096045115
"627",0.179613907737044
"628",0.1895798245202
"629",0.191686242446901
"630",0.199942732959464
"631",0.208851140673591
"632",0.177979034113235
"633",0.206396974566008
"634",0.21717602805539
"635",0.200816157786087
"636",0.207773064241367
"637",0.194361916179542
"638",0.202980419399373
"639",0.204704257255613
"640",0.194450880411973
"641",0.202922575712788
"642",0.201827643261107
"643",0.202049150886166
"644",0.204526328790753
"645",0.177128621083617
"646",0.205960262152697
"647",0.197577531084312
"648",0.204940029407059
"649",0.208267620341264
"650",0.196232561954798
"651",0.204356509074732
"652",0.207181435160201
"653",0.190887517326322
"654",0.194126144028096
"655",0.189600391883394
"656",0.204704257255613
"657",0.204526328790753
"658",0.203158347864234
"659",0.188580159137756
"660",0.152363007948924
"661",0.193689431614785
"662",0.194103132231092
"663",0.205724490001251
"664",0.19354262369577
"665",0.21197779134593
"666",0.207247387595626
"667",0.22082835537347
"668",0.189364619731948
"669",0.206833686979319
"670",0.203069383631804
"671",0.195942657460503
"672",0.213738905525562
"673",0.190945361012908
"674",0.199270248394707
"675",0.210374038267965
"676",0.195818861338492
"677",0.175760640157098
"678",0.225087214820883
"679",0.209376817319331
"680",0.213500688940304
"681",0.217906356306733
"682",0.204143748720291
"683",0.218026441085007
"684",0.208089691876403
"685",0.197430723165296
"686",0.205379186254182
"687",0.201287702088978
"688",0.203158347864234
"689",0.217299824177401
"690",0.218107296568598
"691",0.189815596671646
"692",0.198396823568085
"693",0.200905122018517
"694",0.194037179795667
"695",0.183582862690161
"696",0.18820939915987
"697",0.211807971629909
"698",0.207595135776507
"699",0.19190775007196
"700",0.196085754035782
"701",0.209066345461843
"702",0.204940029407059
"703",0.200962965705102
"704",0.186214957262604
"705",0.200379445372776
"706",0.241010372676875
"707",0.197287626590017
"708",0.19670410625769
"709",0.19190775007196
"710",0.193836239533802
"711",0.223429329400069
"712",0.192758163101578
"713",0.201413942644801
"714",0.207741943695522
"715",0.204741533579006
"716",0.219541229930542
"717",0.195907825570922
"718",0.219305457779096
"719",0.217299824177401
"720",0.164073329951513
"721",0.215931843250881
"722",0.194103132231092
"723",0.196143597722368
"724",0.184671492305036
"725",0.203942808458426
"726",0.210721786448846
"727",0.195543221370584
"728",0.210632822216415
"729",0.192143522223406
"730",0.225515179963577
"731",0.191382073426219
"732",0.189453583964378
"733",0.214196185302066
"734",0.215069610128688
"735",0.205813454233681
"736",0.199907901069883
"737",0.195795849541487
"738",0.2104860142974
"739",0.212650275910687
"740",0.19156000189108
"741",0.217523776236271
"742",0.196143597722368
"743",0.199741792697599
"744",0.170202835174181
"745",0.212304972163618
"746",0.199181284162277
"747",0.193703696141173
"748",0.182016385935588
"749",0.186361765181619
"750",0.207359363625061
"751",0.18834438698631
"752",0.182866798965206
"753",0.198287291972461
"754",0.199359212627138
"755",0.208356584573693
"756",0.195560077390041
"757",0.211417282810608
"758",0.20017850511091
"759",0.188706399693578
"760",0.189979260610119
"761",0.202922575712788
"762",0.182036953298782
"763",0.21493706673606
"764",0.212998024091568
"765",0.193128923079463
"766",0.204031772690856
"767",0.189490860287771
"768",0.21484810250363
"769",0.212727420050542
"770",0.201031362574339
"771",0.184381587810741
"772",0.191013757882145
"773",0.183671826922591
"774",0.198488232234327
"775",0.192143522223406
"776",0.201850655058112
"777",0.210543857983986
"778",0.192491270404287
"779",0.203069383631804
"780",0.211541078932619
"781",0.189993525136507
"782",0.214520921685942
"783",0.201850655058112
"784",0.185766424756717
"785",0.190361840680581
"786",0.189252643702513
"787",0.21404937738305
"788",0.178999266858873
"789",0.194597688330989
"790",0.231340516165562
"791",0.19181878583953
"792",0.210196109803104
"793",0.181890145379766
"794",0.179872691685495
"795",0.233682706243709
"796",0.227754141282906
"797",0.235242880161475
"798",0.211520511569426
"799",0.185689280616862
"800",0.198450955910934
"801",0.219541229930542
"802",0.190091236639555
"803",0.167636693037164
"804",0.197600542881317
"805",0.208014992170361
"806",0.204615293023183
"807",0.197925279265193
"808",0.196468334106244
"809",0.210138266116519
"810",0.202195958805181
"811",0.194014167998662
"812",0.202014318996585
"813",0.207506171544076
"814",0.219282445982091
"815",0.191235265507203
"816",0.186125993030173
"817",0.190272876448151
"818",0.166090783645785
"819",0.187907674572999
"820",0.212104031901752
"821",0.191212253710198
"822",0.202833611480358
"823",0.191270097396784
"824",0.196143597722368
"825",0.212526479788676
"826",0.203270323893669
"827",0.173093713695075
"828",0.194126144028096
"829",0.19437618070593
"830",0.173507414311381
"831",0.197341758932866
"832",0.232265481841964
"833",0.170763343709504
"834",0.185194724516966
"835",0.213230084899278
"836",0.19512336497673
"837",0.192669198869147
"838",0.217960488649582
"839",0.201178170493355
"840",0.202899563915783
"841",0.216977532227336
"842",0.20287088780375
"843",0.228797385825549
"844",0.182910378125404
"845",0.210868594367862
"846",0.202396899067046
"847",0.210049301884089
"848",0.218520997184904
"849",0.212267695840225
"850",0.186539693646479
"851",0.218721937446769
"852",0.197925279265193
"853",0.184927831819675
"854",0.212178731607795
"855",0.210721786448846
"856",0.192959103363443
"857",0.182999342357834
"858",0.203595060277545
"859",0.21554115443158
"860",0.182593750490367
"861",0.195706885309057
"862",0.171725732768556
"863",0.201850655058112
"864",0.203158347864234
"865",0.202362067177466
"866",0.201724414502289
"867",0.196290405641384
"868",0.18825542275388
"869",0.200054708988899
"870",0.193252719201474
"871",0.212178731607795
"872",0.215193406250699
"873",0.187237634442053
"874",0.20035643357577
"875",0.194361916179542
"876",0.213052156434417
"877",0.209198888854471
"878",0.199741792697599
"879",0.21039705006497
"880",0.200290481140345
"881",0.177453357467493
"882",0.196905046519555
"883",0.191795774042525
"884",0.188321375189305
"885",0.220178882605718
"886",0.209376817319331
"887",0.197635374770898
"888",0.216101662966902
"889",0.219305457779096
"890",0.220451931080556
"891",0.194037179795667
"892",0.189217811812932
"893",0.183436054771145
"894",0.217391232843642
"895",0.20032160168619
"896",0.205488717849805
"897",0.203324456236518
"898",0.222906097188139
"899",0.191617845577665
"900",0.197577531084312
"901",0.182709437863539
"902",0.1983389798815
"903",0.205792886870488
"904",0.200956662868296
"905",0.203158347864234
"906",0.213589653172735
"907",0.198175315943027
"908",0.182674605973958
"909",0.185453508465416
"910",0.180522164453247
"911",0.213995245040201
"912",0.190103056732131
"913",0.216302603228768
"914",0.207048891767572
"915",0.216155795309751
"916",0.179200207120738
"917",0.227104668515154
"918",0.206597914827874
"919",0.204592281226178
"920",0.183088306590265
"921",0.190976481558753
"922",0.224886274559018
"923",0.222121636593946
"924",0.194450880411973
"925",0.169182602428543
"926",0.215753914786021
"927",0.208290632138268
"928",0.209724565500213
"929",0.225794531275221
"930",0.18512877208154
"931",0.20379600053941
"932",0.192358727011659
"933",0.194628808876833
"934",0.210411314591357
"935",0.211653054962053
"936",0.195884813773917
"937",0.199617996575588
"938",0.195979933783895
"939",0.20163545026986
"940",0.175636844035087
"941",0.192255498252841
"942",0.18165437322832
"943",0.187559926392117
"944",0.194539844644403
"945",0.181329636844444
"946",0.212480456194666
"947",0.198250015649069
"948",0.20370703630698
"949",0.188927907318637
"950",0.216391567461197
"951",0.206308010333578
"952",0.200379445372776
"953",0.197140818671001
"954",0.196468334106244
"955",0.197287626590017
"956",0.203772988742405
"957",0.194361916179542
"958",0.220428919283552
"959",0.18478102390066
"960",0.208851140673591
"961",0.238547459298675
"962",0.198307859335655
"963",0.202198403238993
"964",0.17663406498372
"965",0.189306776045362
"966",0.193836239533802
"967",0.203684024509975
"968",0.199506020546153
"969",0.188545327248175
"970",0.190835829417284
"971",0.206362142676428
"972",0.209848361622224
"973",0.209175877057466
"974",0.218374189265888
"975",0.204120736923286
"976",0.192344462485272
"977",0.168110681773868
"978",0.196143597722368
"979",0.186999417856796
"980",0.208851140673591
"981",0.209264841289897
"982",0.240395731798704
"983",0.194686652563419
"984",0.191181133164354
"985",0.217153016258385
"986",0.225885939941462
"987",0.199158272365273
"988",0.197488566851882
"989",0.190887517326322
"990",0.22421378999426
"991",0.202287367471423
"992",0.188211843593682
"993",0.18834438698631
"994",0.195649041622471
"995",0.17421717519953
"996",0.186910453624365
"997",0.232699749821463
"998",0.207853919724957
"999",0.19701702254899
"1000",0.195471113157611
